data_venda,cod_produto,cod_SAP,valor_venda
2026-07-24,67,1819818,107.07
2026-07-12,81,149082,307.16
2026-03-01,12,106905,1173.61
2026-05-29,51,1617742,1182.27
2026-07-23,76,1626554,2083.95
2026-07-13,67,1734212,128.63
2026-07-20,55,1831672,175.45
2026-05-06,47,176592,1735.64
2026-03-24,4,71676,840.56
2026-03-13,47,63364,2339.60
2026-05-22,24,121595,675.27
2026-03-15,21,151558,2422.60
2026-03-24,45,21670,256.17
2026-05-11,1,1614176,2350.33
2026-06-17,25,4475,1237.82
2026-07-09,4,1155277,460.36
2026-07-17,63,19100,1165.21
2026-05-04,5,189100,1043.53
2026-05-31,54,1774438,1169.61
2026-05-26,77,65599,1547.95
2026-04-11,51,1629022,642.39
2026-03-05,74,12474,1358.15
2026-06-07,38,20744,272.92
2026-06-17,74,8997,1548.14
2026-04-05,41,118457,389.16
2026-05-03,84,99377,2446.67
2026-03-04,47,1130942,1896.11
2026-03-19,44,162939,1572.05
2026-03-08,47,1626761,2056.57
2026-03-01,27,122890,2238.06
2026-07-26,66,1090234,937.13
2026-05-24,52,14327,1736.05
2026-07-13,15,58672,133.14
2026-03-02,38,6999,1786.15
2026-03-06,72,4522,380.31
2026-07-14,52,1174608,2045.20
2026-07-09,17,167707,1541.42
2026-07-09,53,107593,175.19
2026-07-07,13,1160949,952.90
2026-05-18,65,65579,2114.55
2026-07-17,71,1628433,1838.90
2026-07-11,34,159168,923.79
2026-04-29,10,4941,462.61
2026-07-20,54,42197,2363.31
2026-07-09,11,1007918,2412.66
2026-05-11,55,20818,989.07
2026-03-09,17,1139534,943.27
2026-07-20,30,1091367,2415.48
2026-04-08,5,1101255,1698.59
2026-04-09,19,1759203,1769.95
2026-05-23,26,82187,1241.64
2026-06-05,57,1776564,2383.81
2026-07-26,31,1112731,140.59
2026-04-06,67,1690243,1958.51
2026-07-30,43,45083,1501.01
2026-07-12,49,170810,1596.72
2026-07-25,7,1133710,1153.29
2026-07-09,68,138759,127.89
2026-05-20,66,12205,915.08
2026-04-03,62,41222,964.79
2026-07-10,1,1122341,1643.95
2026-05-10,23,16874,1120.62
2026-06-09,34,6144,1897.67
2026-03-11,73,10940,2087.94
2026-06-21,65,9575,1899.14
2026-06-03,13,69579,1246.27
2026-05-02,59,157022,1093.15
2026-05-09,28,13198,1953.12
2026-05-07,87,3885,2180.85
2026-06-17,50,107480,353.54
2026-07-03,7,52691,1594.19
2026-06-11,32,107607,1928.69
2026-04-23,14,20349,979.37
2026-07-16,79,139958,2049.44
2026-03-15,5,136272,591.37
2026-06-22,57,8281,248.65
2026-03-13,61,1149961,740.65
2026-07-26,73,10593,739.48
2026-04-18,55,14420,856.75
2026-03-04,60,123246,1711.78
2026-06-12,69,3141,138.03
2026-03-24,67,1154886,1536.55
2026-04-06,60,1600432,1014.66
2026-07-24,87,116681,1904.36
2026-04-16,68,62447,1889.74
2026-03-03,70,1174654,768.12
2026-06-20,65,16041,1661.08
2026-06-01,23,66968,831.94
2026-06-08,21,1788113,1910.46
2026-04-11,64,1089175,1433.98
2026-06-21,83,2959,2419.46
2026-04-19,32,147734,368.41
2026-06-12,1,185990,925.09
2026-05-31,55,66926,915.39
2026-03-18,27,191453,631.14
2026-05-21,81,1128469,433.24
2026-03-03,42,1039722,1404.43
2026-05-14,7,41676,2379.36
2026-05-04,3,47045,1609.29
2026-05-03,9,145356,121.08
2026-04-23,44,1831672,1127.75
2026-04-13,81,110904,213.31
2026-07-04,48,150818,1164.93
2026-06-28,29,1164263,1235.65
2026-04-01,56,41621,2466.95
2026-06-06,39,8992,1492.25
2026-04-20,19,18813,1279.97
2026-05-18,14,1808968,999.06
2026-06-06,12,4733,1915.74
2026-04-25,69,169900,927.64
2026-05-12,38,1688160,1114.36
2026-05-20,57,1156902,1224.31
2026-05-29,46,1600814,1584.64
2026-06-27,6,127097,1192.90
2026-04-18,72,63514,972.58
2026-06-20,20,1106205,184.12
2026-05-22,72,97706,773.89
2026-03-24,32,1596075,676.78
2026-03-27,43,102430,223.72
2026-07-26,37,63836,334.21
2026-07-07,75,2089,1000.31
2026-04-21,77,14652,1541.59
2026-04-01,13,131183,2372.94
2026-05-15,64,112705,162.70
2026-04-07,86,1586987,2263.97
2026-07-12,34,1702709,432.11
2026-03-29,80,1006065,2199.83
2026-03-26,40,107636,2066.83
2026-07-02,1,1646402,1408.53
2026-05-06,35,5499,367.33
2026-04-21,2,8885,824.61
2026-06-28,42,76434,1305.40
2026-07-03,14,40456,1157.70
2026-05-19,48,185059,1943.76
2026-07-27,82,96018,2153.37
2026-04-23,11,85658,2421.91
2026-06-18,28,236,1283.95
2026-06-12,14,147666,1002.95
2026-07-24,1,1114450,1917.83
2026-06-19,84,3885,1265.57
2026-05-30,15,1607834,1655.49
2026-03-25,10,5117,842.54
2026-04-15,3,1122341,1158.05
2026-07-09,8,1811215,1648.89
2026-04-22,32,1615456,581.70
2026-07-06,59,1103466,2497.25
2026-05-20,18,14642,2341.00
2026-07-10,31,1664808,744.34
2026-05-01,87,19076,137.63
2026-03-08,10,1095648,2497.93
2026-07-26,1,18340,100.14
2026-07-30,78,1132568,972.97
2026-03-05,57,42621,164.98
2026-03-26,39,1125847,2467.11
2026-03-17,50,1002223,1415.97
2026-05-17,39,157950,574.06
2026-04-02,82,117703,1642.15
2026-07-07,13,1010078,601.17
2026-03-07,7,1070456,1020.80
2026-03-22,35,1130092,1892.62
2026-07-23,4,72128,1708.17
2026-04-12,35,14084,1604.12
2026-05-16,81,7080,2044.24
2026-04-05,65,1671816,323.69
2026-03-07,16,99999,1156.39
2026-05-11,72,76244,2353.45
2026-04-12,72,116694,1034.47
2026-07-30,62,21612,1779.95
2026-05-04,76,9057,835.96
2026-03-02,40,17012,2103.43
2026-05-06,75,13731,399.85
2026-03-26,49,85167,746.48
2026-03-04,62,1082288,563.59
2026-07-08,64,7709,2176.65
2026-07-03,49,118503,733.99
2026-07-15,24,8816,2002.47
2026-05-03,52,1122269,1523.67
2026-03-15,65,148956,1819.50
2026-05-20,8,1575151,475.00
2026-04-07,61,126489,1945.33
2026-05-04,63,97572,1854.61
2026-03-07,44,1001223,1378.28
2026-06-11,51,94336,1781.50
2026-05-02,81,1129407,1338.61
2026-05-08,25,8992,1318.58
2026-03-22,33,19577,531.06
2026-06-30,8,20322,1483.88
2026-04-16,80,1077846,1558.13
2026-07-06,73,1776903,944.81
2026-03-11,15,1126414,1180.21
2026-03-07,14,1645540,870.33
2026-04-12,67,63792,1415.02
2026-05-04,52,16604,175.22
2026-07-12,3,8483,283.03
2026-04-29,59,80902,860.52
2026-07-27,32,1006484,1819.57
2026-03-18,63,65280,2495.22
2026-04-14,16,67182,2477.61
2026-07-13,44,106933,1841.85
2026-07-03,23,10264,1374.47
2026-03-06,27,1083937,690.94
2026-07-26,2,65798,1807.48
2026-06-09,73,37852,628.24
2026-06-01,15,1600432,2384.67
2026-05-26,23,150415,239.42
2026-04-03,87,1887,1691.16
2026-07-07,45,5117,2162.32
2026-06-16,83,199775,1862.73
2026-05-31,35,63578,314.55
2026-04-13,85,66950,197.57
2026-03-08,57,1764618,2068.78
2026-04-04,21,1568705,478.65
2026-07-29,38,107588,1306.53
2026-07-25,84,1668943,119.36
2026-06-17,7,146190,715.98
2026-05-10,34,190060,2321.58
2026-03-07,75,3662,2412.17
2026-03-15,33,651,1776.44
2026-06-18,72,99485,335.12
2026-06-21,43,12990,552.10
2026-03-17,47,44773,644.40
2026-07-19,43,7142,907.78
2026-06-21,45,1173297,1248.27
2026-05-17,38,1593128,2254.24
2026-03-14,77,1702666,1979.49
2026-07-10,38,12343,430.75
2026-07-10,49,123246,1402.36
2026-05-03,68,1039615,699.30
2026-07-15,7,1612859,682.11
2026-05-02,30,1131366,592.41
2026-04-21,25,48761,354.71
2026-07-23,69,146864,1275.48
2026-05-21,67,17441,2340.14
2026-07-15,70,53286,1824.64
2026-05-20,30,106349,171.99
2026-07-19,70,1132424,755.92
2026-05-07,54,1057827,928.27
2026-03-06,20,107433,2154.25
2026-04-09,11,124407,1121.11
2026-03-25,24,42995,774.56
2026-04-18,74,153562,1297.30
2026-05-31,16,5821,2443.05
2026-05-18,54,1094735,1941.39
2026-04-08,59,17288,1703.07
2026-06-10,80,1783320,189.96
2026-05-11,13,1160929,1419.08
2026-04-01,87,56734,2376.89
2026-06-09,14,10448,1599.69
2026-03-13,9,76136,864.59
2026-07-11,48,3133,1245.92
2026-06-28,3,17190,1342.14
2026-04-02,23,1159368,1389.01
2026-04-12,37,18501,2278.91
2026-04-09,62,1608183,699.78
2026-03-27,79,107590,402.11
2026-07-30,35,142031,2422.96
2026-05-04,55,1027905,2082.81
2026-05-31,64,1122269,1743.68
2026-05-21,40,1061432,230.49
2026-06-07,32,1571803,1318.13
2026-07-01,82,20344,2307.11
2026-04-08,79,148956,651.33
2026-06-27,5,82203,1156.65
2026-05-10,87,41421,394.63
2026-06-27,74,1664460,894.30
2026-05-26,36,15753,1321.56
2026-05-05,10,68690,723.82
2026-06-25,25,107443,1035.25
2026-04-07,7,8816,2431.16
2026-03-20,18,107350,2182.47
2026-05-21,21,1784777,2187.71
2026-06-14,35,65763,752.00
2026-04-02,16,1969,755.69
2026-07-20,48,22890,445.04
2026-07-24,44,41242,1409.08
2026-05-01,66,15134,1589.83
2026-06-19,48,176718,1035.44
2026-04-18,52,5154,321.48
2026-07-18,17,65947,1356.37
2026-05-11,79,131183,894.75
2026-07-17,34,1820318,1274.93
2026-03-11,78,52729,2329.19
2026-05-02,59,1579143,1519.52
2026-07-27,79,95402,1810.71
2026-04-14,36,43692,929.37
2026-07-28,72,106932,1252.07
2026-05-16,64,1173908,2281.40
2026-05-25,8,1610818,359.21
2026-04-21,54,1607056,1818.06
2026-06-06,24,1071923,2189.75
2026-06-23,50,4522,2383.38
2026-03-25,81,1080322,210.42
2026-05-15,56,156981,2092.23
2026-07-16,41,135237,563.62
2026-04-07,67,11287,482.55
2026-03-01,53,1099287,1572.85
2026-05-13,4,63364,1270.90
2026-05-12,33,14416,1566.27
2026-04-04,21,143614,399.26
2026-03-11,53,91005,2199.65
2026-03-27,24,48566,2321.43
2026-07-08,50,10780,1622.37
2026-06-23,14,136557,2206.56
2026-07-19,32,1583847,1881.16
2026-05-10,4,97189,1287.82
2026-06-21,24,1602929,2386.96
2026-05-18,65,1079979,673.85
2026-07-13,61,22891,1067.46
2026-04-26,38,1604623,2402.06
2026-03-04,62,80585,827.85
2026-03-31,50,13583,458.56
2026-03-02,6,1098131,1737.02
2026-03-21,68,149135,2029.87
2026-03-17,44,1819240,1891.00
2026-07-25,24,3477,991.95
2026-05-30,20,186972,1536.70
2026-05-01,69,12436,1555.76
2026-06-17,28,20305,922.98
2026-06-04,4,19678,1640.50
2026-07-17,52,1118415,489.80
2026-07-27,55,2837,1761.32
2026-06-23,37,1806740,2055.30
2026-07-19,39,1590796,2136.71
2026-03-12,67,7063,413.24
2026-06-24,66,80575,284.94
2026-03-11,46,14155,340.19
2026-05-08,34,168728,963.66
2026-05-27,14,117663,2045.21
2026-03-26,3,608,2359.29
2026-07-27,67,1107355,1924.66
2026-04-30,82,20349,553.74
2026-06-06,10,159452,1730.84
2026-04-05,82,4789,422.09
2026-05-13,48,1145871,539.17
2026-04-30,41,62578,2265.42
2026-03-23,15,4692,1642.70
2026-03-30,76,1102538,513.91
2026-06-08,76,152544,2486.07
2026-03-02,84,75202,168.49
2026-07-02,18,76708,2386.88
2026-03-28,54,1110064,2178.88
2026-06-09,63,15909,1767.88
2026-07-14,59,122459,1589.65
2026-04-27,24,2481,2207.86
2026-06-23,53,1657021,2320.48
2026-07-19,43,65793,166.61
2026-04-27,49,1149840,737.05
2026-05-12,25,1120255,607.71
2026-07-27,69,1653929,382.90
2026-07-17,44,18371,2098.39
2026-04-17,77,18318,248.77
2026-04-01,73,1039614,1660.20
2026-07-27,7,108005,1471.82
2026-05-01,59,41529,712.53
2026-04-04,48,1099512,1209.87
2026-06-01,15,107329,1722.86
2026-03-19,68,1091337,1193.44
2026-05-04,21,1053418,541.13
2026-06-03,59,8966,1001.17
2026-04-14,49,13500,614.09
2026-07-29,6,14416,953.54
2026-05-21,1,4282,2479.44
2026-05-18,21,134064,2053.36
2026-05-31,40,1094655,2287.56
2026-03-22,3,1120517,1745.04
2026-05-03,62,12285,317.45
2026-03-15,2,190769,122.84
2026-05-09,61,1000983,2222.36
2026-05-26,5,18320,1335.72
2026-05-23,22,91480,1551.13
2026-05-22,58,143467,1179.90
2026-07-28,70,108006,1686.09
2026-07-02,16,41421,1173.82
2026-03-08,7,107743,758.67
2026-06-06,13,1116744,719.12
2026-03-24,56,6033,184.47
2026-05-02,81,1105425,387.02
2026-06-11,28,1171340,729.27
2026-05-11,53,165304,1054.59
2026-05-01,64,66654,350.34
2026-03-05,32,1096518,737.93
2026-07-25,71,154204,156.07
2026-05-23,19,52996,2018.31
2026-07-23,64,1596812,730.23
2026-04-27,24,7793,1848.81
2026-05-15,11,950,2182.23
2026-04-07,13,73393,950.38
2026-03-24,25,164545,827.64
2026-07-21,71,53454,1948.61
2026-03-13,73,107717,1535.92
2026-07-18,63,5993,439.98
2026-05-19,31,1117445,1029.13
2026-06-02,79,104604,1192.25
2026-03-30,84,61394,1125.44
2026-07-04,78,106240,1183.05
2026-06-04,66,86144,1310.30
2026-06-23,68,96707,2431.83
2026-07-05,82,1101212,623.65
2026-03-22,31,65638,957.34
2026-03-23,82,1008792,1177.59
2026-05-09,71,1605984,179.68
2026-04-14,30,151943,1646.89
2026-07-12,19,129890,1698.31
2026-04-07,51,17288,1230.48
2026-06-07,62,22371,372.42
2026-04-26,57,107329,1158.64
2026-05-13,28,22311,133.74
2026-07-14,73,169887,1737.49
2026-07-26,69,10984,676.35
2026-05-26,81,3333,979.20
2026-06-20,66,3392,1160.59
2026-03-14,40,20400,949.31
2026-05-12,80,1669966,178.09
2026-04-02,27,1005700,1890.03
2026-03-28,36,20695,1784.70
2026-07-26,74,19218,2047.54
2026-05-04,34,14155,286.89
2026-04-24,82,22227,2350.51
2026-05-18,85,67683,504.70
2026-07-24,45,58732,1421.29
2026-06-20,48,4091,1829.14
2026-06-02,34,1006083,1662.81
2026-04-20,27,122215,1936.76
2026-05-20,3,18740,927.80
2026-03-14,80,1594613,2491.16
2026-06-01,2,9721,1537.54
2026-04-07,49,76434,838.83
2026-06-07,8,80831,135.51
2026-05-22,64,1125619,2482.47
2026-07-21,43,63512,121.25
2026-03-02,54,95402,578.50
2026-03-08,73,1114979,1206.38
2026-04-27,46,41263,1406.58
2026-05-19,9,1603361,1952.23
2026-06-11,27,131176,180.43
2026-06-27,22,65651,418.90
2026-03-25,14,1592390,445.32
2026-05-09,31,1089484,2480.47
2026-03-05,69,66876,704.98
2026-03-30,31,1080965,2238.55
2026-07-13,45,100096,873.54
2026-03-11,63,65280,208.99
2026-06-10,57,1650723,357.48
2026-07-25,80,138677,2494.05
2026-03-15,1,16037,633.51
2026-04-21,27,136850,1261.85
2026-04-04,34,61772,2012.82
2026-03-04,75,178528,817.02
2026-05-02,63,1574120,269.52
2026-03-30,30,113827,151.05
2026-05-02,54,41090,1534.54
2026-07-28,2,66502,887.27
2026-04-10,14,63834,2355.43
2026-05-13,23,47754,1550.59
2026-04-09,68,42196,364.30
2026-05-31,8,1127329,292.63
2026-04-28,77,186972,124.07
2026-07-22,60,1109704,609.31
2026-07-25,6,1180682,2103.38
2026-03-16,41,1172923,1068.18
2026-07-14,25,1778684,383.67
2026-06-08,40,141316,474.76
2026-06-29,48,114929,566.33
2026-07-11,28,1006885,1277.77
2026-06-20,60,20847,661.53
2026-07-14,39,1002251,233.40
2026-05-28,45,165791,713.66
2026-05-14,57,66926,290.43
2026-06-12,78,1708625,1241.67
2026-06-23,76,1095147,2317.23
2026-06-04,39,1096592,1997.77
2026-07-19,77,22332,1581.25
2026-07-05,23,107415,2205.86
2026-05-06,69,1151504,825.60
2026-03-26,83,1032935,2433.35
2026-06-08,8,1127613,2397.79
2026-03-26,62,1122341,1395.47
2026-03-05,5,3494,512.80
2026-06-11,74,1115072,2248.84
2026-03-23,75,1083829,1774.31
2026-07-23,20,1122129,278.20
2026-04-04,48,107588,1483.29
2026-05-21,49,107588,763.98
2026-04-12,69,1570969,1704.75
2026-07-06,80,117758,2104.73
2026-05-24,43,1026597,2382.19
2026-07-10,46,3130,1912.16
2026-03-08,11,107740,1611.01
2026-05-05,14,1763694,1097.84
2026-05-12,35,1807220,1468.51
2026-07-14,10,17174,1954.28
2026-05-11,18,20654,1217.58
2026-04-13,45,144522,456.83
2026-07-16,20,9273,977.14
2026-05-02,62,1126769,2082.68
2026-05-10,27,66572,737.26
2026-06-21,68,94587,536.19
2026-03-12,27,65663,425.80
2026-06-27,15,1695149,606.75
2026-03-10,28,20976,890.77
2026-03-07,28,1000044,1635.70
2026-04-05,5,163824,2288.55
2026-05-21,31,22893,1932.14
2026-03-29,13,53416,1454.54
2026-06-03,61,72269,2291.26
2026-03-08,38,175781,2255.71
2026-04-26,87,1054360,248.36
2026-05-12,60,133984,111.10
2026-05-02,19,7592,1698.16
2026-04-10,61,9854,2395.64
2026-06-05,21,138048,401.49
2026-04-21,45,8992,286.90
2026-07-12,35,6236,1654.90
2026-03-28,55,7793,444.77
2026-07-14,13,1043867,693.46
2026-05-01,12,107817,1857.75
2026-03-18,19,107895,1066.26
2026-06-23,36,1129573,2135.28
2026-03-31,51,9144,853.58
2026-05-18,36,48061,938.35
2026-03-05,50,78904,155.28
2026-06-07,21,1770988,1217.83
2026-06-24,7,19141,532.84
2026-07-03,10,70535,281.08
2026-07-16,86,174768,2430.23
2026-03-23,33,15101,471.23
2026-06-06,58,1153834,2105.54
2026-03-12,56,87480,2103.50
2026-04-19,30,1770872,1004.32
2026-07-11,84,31702,1055.43
2026-03-20,48,134064,932.66
2026-03-18,34,1054797,1417.45
2026-04-01,70,82576,180.70
2026-03-31,63,1652919,1396.05
2026-03-03,50,93797,937.76
2026-06-23,25,1132098,2366.39
2026-07-21,28,149617,981.44
2026-03-31,23,1575505,1567.57
2026-03-22,72,109180,1929.57
2026-06-27,44,89161,633.16
2026-06-15,63,15057,1761.90
2026-03-16,42,156532,194.99
2026-07-21,33,107433,2412.98
2026-06-18,53,7924,978.99
2026-06-08,69,730,2074.97
2026-04-19,55,1087586,2345.99
2026-06-07,20,1103169,1090.14
2026-03-15,35,1125463,1429.18
2026-04-26,65,1114695,1137.12
2026-05-26,28,21422,1569.39
2026-06-19,23,1091785,2115.02
2026-04-30,77,1708624,1347.91
2026-07-12,52,1093183,1614.76
2026-03-04,55,51730,1966.76
2026-07-16,42,74492,1695.73
2026-04-15,84,15843,820.26
2026-06-22,10,6008,2185.18
2026-03-13,76,15589,1576.56
2026-03-07,46,15000,1818.98
2026-07-07,52,117022,2167.35
2026-03-05,47,66715,2213.63
2026-06-05,58,199188,1740.97
2026-07-03,48,1814696,1431.32
2026-06-29,74,1593128,2326.74
2026-07-12,49,86144,951.55
2026-03-04,16,1090965,288.02
2026-03-18,27,1615486,1875.43
2026-07-07,47,144998,2491.21
2026-06-18,51,14961,215.16
2026-07-12,54,1154327,644.68
2026-03-06,55,1030776,683.44
2026-03-28,83,125605,2110.32
2026-05-04,15,79240,2227.87
2026-07-12,55,72149,2424.38
2026-05-22,22,93041,1985.22
2026-06-11,9,17746,2017.47
2026-05-30,75,94416,2235.31
2026-05-23,11,509,2310.02
2026-05-10,40,13224,779.54
2026-07-28,35,1008355,2236.39
2026-04-04,3,156259,580.46
2026-07-29,18,1643864,1707.06
2026-05-20,55,12890,107.58
2026-07-26,57,1764887,117.01
2026-03-20,51,1166202,1359.24
2026-04-01,80,1018806,386.93
2026-06-26,41,10193,2439.89
2026-06-29,87,129890,793.83
2026-06-23,37,22227,1585.55
2026-06-12,51,3084,1588.02
2026-06-07,59,1107165,1957.86
2026-06-15,60,197955,1511.94
2026-04-26,58,65588,1795.67
2026-05-20,35,66898,2285.54
2026-03-17,60,18331,313.25
2026-03-23,39,66572,916.41
2026-06-29,77,78904,2093.89
2026-04-28,63,837,1874.60
2026-04-14,24,1136840,804.18
2026-07-06,71,63673,1675.87
2026-07-28,13,1790913,495.98
2026-06-11,87,1113743,2106.18
2026-04-05,45,1613348,1349.76
2026-04-18,61,1600096,1747.65
2026-07-04,25,1144560,1435.46
2026-03-11,44,120984,1242.10
2026-04-20,61,67098,2192.54
2026-06-18,32,1816213,631.32
2026-06-06,24,21797,2425.39
2026-06-13,29,151558,585.23
2026-04-21,38,1094430,1393.54
2026-05-16,75,104700,541.39
2026-04-23,39,4110,184.49
2026-06-25,21,65997,967.17
2026-03-19,46,12044,1862.33
2026-03-31,3,1082140,1841.89
2026-03-13,12,78415,249.62
2026-07-10,85,111621,262.21
2026-04-17,41,1811524,708.03
2026-06-21,34,159676,271.69
2026-06-27,4,11250,1862.12
2026-04-08,34,116694,1555.69
2026-05-24,66,1589518,245.85
2026-05-10,26,5403,479.96
2026-06-21,62,1601371,2090.09
2026-04-10,5,9264,1200.36
2026-05-29,68,107180,649.65
2026-04-21,45,9721,962.29
2026-06-11,37,1742489,2022.26
2026-06-12,23,82680,186.09
2026-06-14,32,107850,1934.77
2026-05-19,35,18421,962.57
2026-07-11,34,1808491,1051.90
2026-07-22,83,6925,162.66
2026-03-12,56,10401,1856.43
2026-05-31,26,1661921,1624.10
2026-05-24,86,1594687,1785.03
2026-06-19,72,1132010,1817.91
2026-06-06,4,1743247,1395.79
2026-03-23,87,122492,1558.21
2026-03-12,77,11393,1567.06
2026-06-09,20,124415,1897.98
2026-06-11,81,65518,768.41
2026-06-14,22,95406,2074.04
2026-04-20,19,67348,719.86
2026-04-25,31,1643564,1845.71
2026-07-19,6,159727,746.83
2026-03-15,17,1698836,1713.30
2026-03-13,34,61003,1251.09
2026-05-29,77,113000,1252.29
2026-07-19,24,8912,1004.62
2026-05-18,35,106909,2258.20
2026-03-12,17,102835,2234.45
2026-03-06,48,1108259,385.05
2026-05-06,7,5450,1775.52
2026-07-30,7,22621,2229.71
2026-06-23,87,164728,120.54
2026-04-21,65,16051,960.65
2026-07-07,56,198468,2363.21
2026-04-26,27,78397,1398.94
2026-05-12,51,1171340,669.30
2026-03-22,72,132291,1159.73
2026-05-22,25,4949,354.57
2026-06-05,52,10303,728.10
2026-04-26,27,119414,163.24
2026-03-23,36,5298,2034.79
2026-04-20,21,104521,1695.89
2026-05-18,56,63767,1580.88
2026-07-27,18,66823,1591.06
2026-05-09,27,1568749,1272.37
2026-06-04,72,115882,1506.06
2026-03-17,40,107856,1674.96
2026-04-02,5,1733898,1475.70
2026-06-14,70,7301,1499.22
2026-05-25,61,8886,1109.99
2026-03-10,4,1700977,2474.84
2026-04-15,72,7081,1888.48
2026-07-11,6,1114376,1200.35
2026-03-11,59,1122341,1670.05
2026-07-01,51,76356,1548.41
2026-06-01,55,125865,1726.81
2026-03-07,32,105266,444.57
2026-04-30,17,1525328,1543.48
2026-04-07,55,1733711,1285.78
2026-05-21,53,5869,1899.98
2026-06-24,16,1006390,2087.27
2026-05-11,19,133953,1582.57
2026-06-05,66,837,1535.95
2026-04-12,56,160757,2295.07
2026-05-02,87,1127613,1508.90
2026-07-20,51,106934,345.85
2026-07-23,13,1010078,2420.82
2026-07-12,13,165711,1687.79
2026-07-01,81,71676,836.19
2026-04-10,1,102438,1464.25
2026-04-14,56,1108199,2280.58
2026-06-04,9,18457,134.95
2026-06-23,21,96141,2403.97
2026-05-22,75,98127,1580.91
2026-05-22,87,12205,2471.46
2026-03-25,71,80142,1952.67
2026-06-18,18,1000403,795.74
2026-07-13,27,46925,472.16
2026-03-20,28,1121505,665.39
2026-06-21,79,1808122,436.83
2026-07-24,20,106349,432.33
2026-03-29,6,133421,321.08
2026-03-29,26,8993,2138.47
2026-06-11,71,5349,1786.14
2026-06-20,72,15789,2379.53
2026-05-18,9,78904,1389.06
2026-06-01,8,1153052,906.92
2026-03-05,5,1175404,2405.60
2026-06-04,36,100104,301.76
2026-05-13,24,1116006,829.67
2026-03-29,51,8961,2377.50
2026-03-01,50,58456,376.87
2026-06-25,66,1132568,745.21
2026-06-09,61,107739,961.23
2026-07-07,78,93398,101.32
2026-05-29,82,1688426,545.20
2026-06-13,63,63627,1178.50
2026-07-18,44,1661519,1093.47
2026-05-01,12,73393,2347.99
2026-04-02,38,1029041,1579.03
2026-07-28,22,22171,981.03
2026-03-21,8,1022422,1942.61
2026-05-31,82,1775869,1392.13
2026-06-17,22,137343,1875.48
2026-03-17,64,1594436,1085.62
2026-05-09,55,3633,261.29
2026-07-18,76,1797975,884.92
2026-03-31,1,1167925,1135.62
2026-06-25,42,19076,444.45
2026-06-13,75,1132271,893.92
2026-05-01,80,1022422,1760.69
2026-03-04,30,1653253,1089.65
2026-05-04,73,155644,402.77
2026-03-06,32,1100678,561.94
2026-07-23,31,18811,1103.84
2026-04-07,85,140651,1489.46
2026-06-08,2,172190,1283.63
2026-05-28,79,71637,877.38
2026-07-22,20,1828617,1331.20
2026-03-17,44,7027,561.18
2026-05-30,71,1718726,297.07
2026-06-04,4,92791,1581.56
2026-03-15,52,105367,310.27
2026-06-25,24,21389,1956.69
2026-04-27,71,16136,2155.20
2026-07-26,26,1663797,2142.12
2026-04-07,34,148839,701.78
2026-03-04,19,1101204,1872.26
2026-07-24,10,20394,383.36
2026-06-28,83,10705,2308.70
2026-07-27,20,2395,1744.44
2026-03-21,16,14874,309.65
2026-07-16,60,1569761,1239.00
2026-03-22,50,14652,219.71
2026-03-03,17,1625253,654.86
2026-06-15,53,107682,1696.97
2026-05-10,17,140850,198.19
2026-04-22,84,1104412,178.10
2026-04-17,66,1768885,209.97
2026-03-16,52,68745,1800.86
2026-06-24,56,1133562,1135.69
2026-04-20,80,123246,263.12
2026-07-03,63,1671447,550.60
2026-04-23,75,135956,1380.94
2026-03-05,55,11206,2009.00
2026-03-05,36,107673,297.94
2026-04-18,79,1130552,1397.73
2026-04-03,49,107931,1428.17
2026-04-10,13,114123,1603.49
2026-04-07,65,16864,743.61
2026-04-07,53,121286,1725.32
2026-07-14,72,129596,1611.62
2026-06-27,25,1838331,577.59
2026-07-11,61,16630,854.50
2026-03-17,63,1112731,1927.87
2026-03-07,50,1118415,2482.71
2026-06-19,19,1130849,1448.77
2026-05-20,29,1121844,2390.08
2026-07-10,45,4144,1838.74
2026-06-11,68,6112,531.03
2026-07-15,11,1594657,1806.17
2026-05-02,50,185990,1463.40
2026-05-12,77,20275,1159.23
2026-07-25,25,66296,1076.08
2026-06-14,43,1153052,332.29
2026-06-02,22,10901,1824.18
2026-03-18,71,53012,545.94
2026-07-17,85,189376,2061.71
2026-06-27,46,71889,2209.69
2026-05-07,63,65581,2030.29
2026-03-08,82,1026364,455.35
2026-04-26,12,12845,1956.09
2026-05-01,25,1698832,1050.39
2026-04-04,19,196656,592.73
2026-06-22,82,1808966,714.01
2026-05-27,55,1135945,1405.81
2026-05-02,49,63731,567.84
2026-03-14,28,81108,1143.66
2026-05-13,42,63606,761.31
2026-03-01,34,1802748,442.16
2026-06-24,45,1594436,1020.88
2026-06-19,83,15604,1687.34
2026-07-14,80,163459,2392.37
2026-03-07,51,10257,330.40
2026-04-04,85,1101438,1857.44
2026-07-17,61,10148,783.62
2026-06-05,16,4998,2083.02
2026-05-20,18,99542,1949.94
2026-07-27,74,2181,1534.63
2026-03-03,21,105813,657.97
2026-03-10,1,1772491,1621.50
2026-07-21,61,3093,1059.96
2026-07-27,20,135055,1814.21
2026-05-03,10,11328,1832.42
2026-05-03,22,142549,475.65
2026-04-30,72,188603,307.95
2026-05-23,26,107950,1424.56
2026-07-19,86,62929,1550.72
2026-06-08,35,1146467,1223.05
2026-06-21,34,1796572,2158.66
