Cod_SAP,CNPJ,RazaoSocial,Rua_Numero,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico,cnpj_ordem,cnpj_dv,latitude,longitude
1132572,32196293000110,GC COMBUSTIVEIS LTDA,"R WALTER PFRIMER, 94",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1134185,30713765000130,LARA COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,"R VITALINO LUIZ, 11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1136634,07473735014212,SIM REDE DE POSTOS LTDA,"ROD BR-116, 27000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1158445,35748841000166,AUTO POSTO BELO HORIZONTE LTDA,"AV MANOEL JOAQUIM DE MORAES, 742",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1158650,07473735016932,SIM REDE DE POSTOS LTDA,"ROD BR 470, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1164368,27089396000141,L2 AUTO POSTO LTDA,"R OSORIO DE ALMEIDA, 19",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1577954,33187927000131,JW COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,"ROD BR 364 KM 242, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1603279,42471000000110,POSTO DALLAS COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AV OSMAR BASTOS, 875",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1610904,43862738000170,PORTO AUTO POSTO CUIABA LTDA,"AV QUINZE DE NOVEMBRO, 298",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1618121,24294592000160,PERTIN AUTO POSTO II LTDA,"ROD BR 101, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1638138,44105281000112,POSTO SANTOS SANTA BARBARA LTDA,"ROD MG 10, 598",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1700331,47858418000106,BG ALMIRANTE COMERCIO DE COMBUSTIVEIS LTDA,"AV ALMIRANTE BARROSO, 1957",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1750410,52323647000158,AUTO POSTO GBL WASHIGTON LUIZ LTDA,"AV WASHINGTON LUIS, 4547",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1763785,29301159000128,PAIVA FLOR COMERCIAL LTDA,"AV BACHAREL TOMAZ LANDIM, 4500",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1764846,50606633000116,RM CAMBURI COMERCIO DE COMBUSTIVEIS LTDA,"R GELU VERVLOET DOS SANTOS, 1150",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1775200,55303304000110,POSTO NORDESTINO LTDA,"R DOM HELIO CAMPOS, 25",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1812869,57927202000109,NOSSO POSTO VI COMERCIO E REPRESENTACAO LTDA,"AV JOAO SOARES DE LIRA, 1799",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1853023,01991461004123,S S COMERCIO DE COMBUSTIVEIS SA,"R TIRADENTES, 1177",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
798,00225434000190,L MOREIRA DA COSTA & FILHOS LTDA,"ABEL SCUISSIATO, 3119",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4091,02354988000112,POSTO MILLENIUM LTDA,"R INDAIAL, 875",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5298,03225783000108,MG DERIVADOS DE PETROLEO LTDA,"AILTON GOMES, 875",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5602,03436217000137,AUTO POSTO VITORIA DE ASSIS LTDA,"AV DA GLORIA, 330",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7709,06656656000909,CACIQUE PETROLEO LTDA,"AV MIGUEL ROSA, 6185",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8385,08986176000176,POSTO APIPUCOS LTDA,"R DE APIPUCOS, 704",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12521,32179707000101,POSTO DE GASOLINA TIMBOZAO III LTDA,"R CORONEL JOSE BASTOS, 207",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12555,32403834000134,POSTO DE COMBUSTIVEIS MALU LTDA,"R DOMINGOS DE ALMEIDA, 25",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
13581,35123447000566,POSTO MAGNOLIA LTDA,"PRESIDENTE VARGAS, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15980,49084890000156,CARRETEIRO REVENDEDOR DE PETROLEO E DERIVADOS LTDA,"ROD PRES DUTRA KM 221,1, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20394,82889213000180,P.CIDADE DO PORTO LTDA,"R.SILVA, 627",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22361,97497333000100,COMERCIAL DE COMBUSTIVEIS LUPATINI LTDA,"R ESPUMOSO, 4",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47645,05470808000156,AUTO POSTO EIXINHO LTDA,"SHC/NORTE SQ 113 BLOCO A, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
50503,04596456000389,ANDEBRAZ MEGA POSTOS LTDA,"BENTO GONCALVES, 2942",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57468,05785380000130,FHS COMERCIO DE COMBUSTIVEIS LTDA,"AV.EDELINA MENEGHEL RANDO, 2017",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63395,00243325000103,A. AMADO & AMADO LTDA,"AV CEL VIRGILIO ROCHA, 1143",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
64064,15151046000936,POSTO KALILANDIA LTDA,"OSWALDO CRUZ, 819",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
65952,05662554000178,POSTO ITAMARATI PRAKASH LTDA,"R GENERAL GLICERIO, 4869",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67348,06555374000150,AUTO POSTO FLORESTA LTDA,"AV MATO GROSSO, 1325",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
69640,13712435000100,COMERCIO DE PETROLEO R S SILVA LTDA,"AV LOMANTO JUNIOR, 410",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
74171,07025401000145,G. J. MOREIRA & E. J. MOREIRA LTDA,"ROD PR 090, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
78751,07855647000144,AUTO POSTO ROCHA LTDA,"AV CONTORNO, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
86648,05078112000189,AMARAL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AV GOV. JORGE TEIXEIRA, 2234",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
87898,08552909000164,CENTRO AUTOMOTIVO MADRI LTDA,"R ORFANATO, 1074",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107376,11188133000150,POSTO SAO SEBASTIAO LTDA,"AV NORTE, 6717",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107415,05726120000194,POSTO E HOTEL SAO FRANCISCO LTDA,"AV MAL RONDON, 1299",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107813,00529581000153,AUTO POSTO AMAPA LTDA,"ROD AC 40, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
111784,09437931000126,AUTO POSTO SURUBIM LTDA,"AV SENADOR PAULO PESSOA GUERRA, 09",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
113126,10738347000190,EFE ELE COMERCIO DE COMBUSTIVEIS LTDA,"AV MESTRA FININHA, 1100",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
116491,63365753000110,ISRAEL FRAGOSO DA SILVA LTDA,"PADRE ANTONIO CORREIA DE SA, 001",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
116701,11042285000140,AUTO POSTO SAO BARTOLOMEU SOROCABA LTDA,"AV ENGENHEIRO CARLOS REINALDO MENDES, 1447",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
122216,11650414000182,CENTRO AUTOMOTIVO PORTAL JARDIM SUL LTDA,"AV GIOVANNI GRONCHI, 5595",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
146163,32864795000504,REDE DE POSTOS PRESIDENTE LTDA,"AV FRANCISCO PORTO, 1086",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
148697,00306597004356,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,"AV. PRIMEIRA AVENIDA LOTES, 01/03",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
171863,41163486000247,AUTO POSTO NOVO LINO LTDA,"SIT LINO, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
175426,93489243006408,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,"AV ARARIGBOIA, 505",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
191568,12689295000720,FLOR E OLIVEIRA LTDA,"R DR PEDRO MATOS, 646",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1006448,18643226000176,PALMAS AUTO POSTO CUIABA LTDA,"AV PROF EDNA M. ALBUQUERQUE AFFI, 7700",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1019782,11206098000154,AUTO POSTO POUSADA NOVO HORIZONTE LTDA,"ROD AL 220, 265",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1030776,22600416000183,CNS COMBUSTIVEIS E DERIVADOS LTDA,"AV DOS HOLANDESES, 03",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1094208,24864654000121,AUTO POSTO VISAO LTDA,"PC JOAQUIM DA SILVEIRA LEAO., 536",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1107205,22734414000187,MENEGOTTO & SANTO LTDA,"PRL RUA 24 DE JULHO, 602",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1108259,26980450000181,AUTO POSTO VITORIA COMERCIO DE COMBUSTIVEIS LTDA,"R OLYMPIO RODRIGUES PASSOS, 14",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1121545,17533688000330,POSTO BEIRA RIO I LTDA,"R DAS GALEOTAS, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1130552,32077655000154,ROTA 411 COMBUSTIVEIS LTDA,"ST SHCN SQ 411 BLOCO B PLL, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1144064,32203363000110,ITAITINGA COMERCIO DE COMBUSTIVEIS LTDA.,"R NEO FLORENCIO, 230",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1147158,19951933000354,L.T. NICHELE COMERCIO DE COMBUSTIVEIS LTDA,"R EMILIO ROMANI, 2021",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1149840,17300892000149,C. S. COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA,"ROD BR 230, 01",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1152061,24296959000184,AUTO POSTO KELLY BEZERRA III LTDA,"ROD BR 423 KM 26, 26",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1158240,03659452001301,AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,"AV CARLOS LINS CORTES, 1844",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1160464,06099708000802,A. SOUZA FECHINE & CIA LTDA,"R SILVA BARBOSA, 334",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1160929,10494613000267,POSTO FACIL LTDA,"AV DEPUTADO PLINIO RIBEIRO, 800",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1171967,36158810000118,AUTO POSTO VIA VERDE LTDA,"V VERDE, 3120",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1176014,38258996000102,POSTO DE COMBUSTIVEL TIROL LTDA,"NELIO CERQUEIRA, 876, 876",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1574107,35945118000177,RS COMERCIO DE COMBUSTIVEIS LTDA,"R TABELIAO FRANCISCO DE PAULA LOBO, 541",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1600697,00692418002665,AUTO POSTO CINCO ESTRELAS LTDA,"QE 2 LOTE J PLL, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1626385,41324640000134,OLIRIO III COMERCIO DE DERIVADOS DE PETROLEO LTDA,"R CORONEL ALEXANDRINO, 1614",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1654920,46432596000108,POSTO DE COMBUSTIVEIS ABASTECE PRACA CIVICA LTDA,"R 82, 359",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1693111,48817070000163,AC TRANSPORTES E COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AV NACOES UNIDAS, 23",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1698444,29982883000326,POSTO L K S NOVELINO LTDA,"AV GOVERNADOR MAGALHAES BARATA, 333",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1718726,30879321000411,POSTO DE COMBUSTIVEIS NB LTDA,"Q CSB 3 LOTE, 01",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1787193,09428424000207,POSTO ALDO MARINGA LTDA,"ROD BR 364, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1811215,53508643000107,FONSECA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"ROD JORGE AMADO, SN",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3832,02170578000111,COMERCIAL GIULIANO LIMITADA,"R PERNAMBUCO, 1200",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5073,03030492000156,POSTO SOARES BRAZ LTDA,"VIRGILIO JUSTINIANO RIBEIRO, 1180",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6009,03775225000108,MEDEIROS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,"TRANSBRASILIANA, 961",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6166,03909528000176,AUTO POSTO RIO VERDE LTDA,"AV LIBERDADE, 96",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8480,09385527000156,N NOBREGA DA SILVA & CIA LTDA,"PC DA MATRIZ, 11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8966,12600714000110,AUTO POSTO BRASILINO LTDA,"AV ARTUR PADILHA, 1051",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10848,21464714000120,COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES POSTO NAVES LTDA,"R ANTONIO RESENDE, 740",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12971,33358771000104,AUTO MECANICA JUQUINHA LTDA,"AV CESARIO DE MELO, 3643",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
13583,35123447000728,POSTO MAGNOLIA LTDA,"ROD BR 316 KM 265, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15787,47572664000199,PIERIN & PIERIN LTDA,"AV 4 DE FEVEREIRO, 235",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
16918,57216426000102,AUTO POSTO MARATAI LTDA,"R JOSE DO PATROCINIO, 691",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
17584,61025854000117,ESCORT AUTO POSTO LTDA,"AV PRINCESA ISABEL, 1723",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18924,71861058000178,AUTO POSTO VOTOSETE LTDA.,"AV 31 DE MARCO, 60",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22311,96766340000105,CCS COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA EM RECUPERACAO JUDICIAL,"AV ANTONIO CARLOS MAGALHAES, 60",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47050,05349505000180,AUTO POSTO BENVENUTTI LTDA,"R.JULIO DE CASTILHOS, 1500",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
51235,05585305000126,POSTO AMIGAO DE MURIAE LTDA,"AV RIO BAHIA, 5450",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
60318,06157675000125,AUTO POSTO DE COMBUSTIVEIS ACACIAS LTDA,"R.LAMBARI, 40",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63260,06955648000106,POSTO SANTA CLARA DA PAVUNA II LTDA,"R.COMENDADOR GUERRA, 614",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63974,12781233000581,PETROCAL PETROLEO CAVALCANTI LIMITADA,"AV NORTE MIGUEL ARRAES DE ALENCAR, 3110",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
65723,04836411000172,COLINA DE DESCALVADO COMERCIO DE COMBUSTIVEIS LTDA,"R CORONEL ARTHUR WHITACKER, 1111",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67075,83157842000189,DIRCEU FAGUNDES & CIA LTDA,"MARGENS DA BR-282 KM 341 KM 341, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82413,04439558000129,POSTO ARIZONA LTDA,"ROD BR 010, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82899,08157130000144,PETROMAX COMERCIO DE COMBUSTIVEIS LTDA,"OLIMPIO PINTO CAMPOS FIGUEIREDO, 315",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
92215,08579372000126,BR COM. DE COMBUSTIVEIS LTDA,"AV BERNARDO SAYAO, 187",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
93758,05892261000187,AUTO POSTO VALE ENCANTADO LTDA.,"R SOBREIRO, 395",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
100843,08172020000151,COMERCIAL DE PRODUTOS DE PETROLEO CATU LTDA,"R JOSE VISCO, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107300,10073781000106,POSTO ROSARINHO LTDA,"ROD B R 232 KM 103, S N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107524,02756334000115,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA,"AV DOUTOR SILAS MUNGUBA, 1150",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
123204,11875238000187,FLORIDIAN COMERCIO E PARTICIPACOES LTDA,"TERCEIRA RADIAL, 121",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
135026,17006537000919,POSTO GT LTDA,"AV GUIDO MARLIERI, 1015",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
159350,03922066000127,POSTO F1 RACING LTDA.,"VINTE E DOIS DE MAIO LADO PAR, 2952",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
161698,13569064001121,REDE HG COMBUSTIVEIS LTDA.,"ROD BR 381, S/N",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
190183,18291282000199,R. M. S. COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AV NORTE SUL, 6122",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
193885,24902082000128,AUTO POSTO SAO JOSE LTDA,"R DR PLACIDINO BRIGAGAO, 1440",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1002850,02539017000147,POSTO GAROTINHO PARANAGUA LTDA,"R JOSE GOMES, 27 A",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1003942,21639939000170,AUTO POSTO EM LTDA,"AV NOSSA SENHORA DO CARMO, 700",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
